userId,movieId,rating,timestamp,datetime,year,month,day_of_week
754,34,4.0,1051698861,2003-04-30 10:34:21,2003,4,2
442,252,3.5,1576730669,2019-12-19 04:44:29,2019,12,3
2244,927,4.0,1448639767,2015-11-27 15:56:07,2015,11,4
1161,1000,2.5,1235903321,2009-03-01 10:28:41,2009,3,6
4451,97,3.0,955396414,2000-04-10 19:53:34,2000,4,0
4888,884,3.5,1065645607,2003-10-08 20:40:07,2003,10,2
1118,109,3.5,1419745741,2014-12-28 05:49:01,2014,12,6
2740,772,3.0,1029117145,2002-08-12 01:52:25,2002,8,0
982,419,2.0,1216300625,2008-07-17 13:17:05,2008,7,3
3197,650,1.5,996278793,2001-07-28 00:06:33,2001,7,5
202,738,3.5,1552940380,2019-03-18 20:19:40,2019,3,0
1983,461,3.0,1449445446,2015-12-06 23:44:06,2015,12,6
4006,324,5.0,1505064525,2017-09-10 17:28:45,2017,9,6
1144,37,4.0,1057654220,2003-07-08 08:50:20,2003,7,1
3558,829,2.5,1392567228,2014-02-16 16:13:48,2014,2,6
4160,953,2.5,1150791481,2006-06-20 08:18:01,2006,6,1
93,711,4.0,1491882667,2017-04-11 03:51:07,2017,4,1
784,579,2.0,1434206198,2015-06-13 14:36:38,2015,6,5
1568,321,3.5,1304252809,2011-05-01 12:26:49,2011,5,6
5000,477,2.5,1103537389,2004-12-20 10:09:49,2004,12,0
210,727,3.5,1462867318,2016-05-10 08:01:58,2016,5,1
4483,526,3.5,1120346958,2005-07-02 23:29:18,2005,7,5
1156,366,2.5,1299685730,2011-03-09 15:48:50,2011,3,2
3373,764,4.5,1411236378,2014-09-20 18:06:18,2014,9,5
3589,733,2.5,1323852024,2011-12-14 08:40:24,2011,12,2
2306,329,4.0,1300152624,2011-03-15 01:30:24,2011,3,1
614,522,3.0,1573120239,2019-11-07 09:50:39,2019,11,3
3635,7,4.5,1312150966,2011-07-31 22:22:46,2011,7,6
1664,56,1.5,1560760305,2019-06-17 08:31:45,2019,6,0
924,211,3.5,1304943037,2011-05-09 12:10:37,2011,5,0
4429,521,3.0,1026228791,2002-07-09 15:33:11,2002,7,1
4380,689,2.5,1401958111,2014-06-05 08:48:31,2014,6,3
1649,412,2.0,1255723478,2009-10-16 20:04:38,2009,10,4
2158,450,2.5,1463268013,2016-05-14 23:20:13,2016,5,5
805,66,3.0,1209706691,2008-05-02 05:38:11,2008,5,4
2781,792,2.5,1472441190,2016-08-29 03:26:30,2016,8,0
4089,862,4.0,1003875800,2001-10-23 22:23:20,2001,10,1
1232,861,4.0,1237011724,2009-03-14 06:22:04,2009,3,5
1915,799,4.0,1002356169,2001-10-06 08:16:09,2001,10,5
2988,450,2.0,1130060382,2005-10-23 09:39:42,2005,10,6
2632,196,4.0,1026581453,2002-07-13 17:30:53,2002,7,5
1355,436,5.0,1027075497,2002-07-19 10:44:57,2002,7,4
3643,259,4.5,1389460522,2014-01-11 17:15:22,2014,1,5
4678,227,3.5,1116718900,2005-05-21 23:41:40,2005,5,5
23,37,1.5,1165223940,2006-12-04 09:19:00,2006,12,0
4650,372,3.5,1198284015,2007-12-22 00:40:15,2007,12,5
4373,308,4.0,1227947009,2008-11-29 08:23:29,2008,11,5
165,15,4.0,1514708646,2017-12-31 08:24:06,2017,12,6
1462,245,4.0,1044252727,2003-02-03 06:12:07,2003,2,0
985,220,3.0,1068507697,2003-11-10 23:41:37,2003,11,0
2695,688,2.5,1031252241,2002-09-05 18:57:21,2002,9,3
2244,4,4.0,1058681668,2003-07-20 06:14:28,2003,7,6
2116,628,3.0,1396366048,2014-04-01 15:27:28,2014,4,1
3196,371,4.0,1224042819,2008-10-15 03:53:39,2008,10,2
111,483,2.0,1569975732,2019-10-02 00:22:12,2019,10,2
4704,24,3.0,998959802,2001-08-28 00:50:02,2001,8,1
3241,491,4.0,1057639973,2003-07-08 04:52:53,2003,7,1
1664,666,4.0,1004689900,2001-11-02 08:31:40,2001,11,4
3497,456,3.5,1329323415,2012-02-15 16:30:15,2012,2,2
1409,916,1.0,1525208293,2018-05-01 20:58:13,2018,5,1
4350,784,2.5,1256101931,2009-10-21 05:12:11,2009,10,2
1076,464,4.5,1277295550,2010-06-23 12:19:10,2010,6,2
3924,482,4.0,1021782622,2002-05-19 04:30:22,2002,5,6
4748,907,2.5,1344238760,2012-08-06 07:39:20,2012,8,0
1024,356,3.5,1510655146,2017-11-14 10:25:46,2017,11,1
2647,3,4.0,1291310357,2010-12-02 17:19:17,2010,12,3
4374,250,4.0,1365774945,2013-04-12 13:55:45,2013,4,4
187,242,4.5,1281654043,2010-08-12 23:00:43,2010,8,3
276,141,4.0,1554557762,2019-04-06 13:36:02,2019,4,5
2676,907,1.5,1209616696,2008-05-01 04:38:16,2008,5,3
3433,796,3.0,1336870680,2012-05-13 00:58:00,2012,5,6
988,260,4.5,1188449627,2007-08-30 04:53:47,2007,8,3
1659,80,1.5,1480043246,2016-11-25 03:07:26,2016,11,4
443,599,2.5,974634863,2000-11-19 11:54:23,2000,11,6
3186,100,3.5,1462064599,2016-05-01 01:03:19,2016,5,6
723,314,2.5,947023071,2000-01-04 21:57:51,2000,1,1
4683,227,4.5,1279523411,2010-07-19 07:10:11,2010,7,0
2570,970,3.0,1123803334,2005-08-11 23:35:34,2005,8,3
2747,174,2.5,1208410722,2008-04-17 05:38:42,2008,4,3
3902,233,4.5,1302126357,2011-04-06 21:45:57,2011,4,2
720,46,5.0,1273487564,2010-05-10 10:32:44,2010,5,0
4062,864,4.0,1198329989,2007-12-22 13:26:29,2007,12,5
1266,161,3.5,1060039567,2003-08-04 23:26:07,2003,8,0
2866,269,5.0,1259360292,2009-11-27 22:18:12,2009,11,4
3254,493,5.0,1133550445,2005-12-02 19:07:25,2005,12,4
4254,152,3.0,1442869266,2015-09-21 21:01:06,2015,9,0
4460,546,3.5,1337901554,2012-05-24 23:19:14,2012,5,3
1653,133,3.5,1426072631,2015-03-11 11:17:11,2015,3,2
3292,446,4.0,1359346937,2013-01-28 04:22:17,2013,1,0
3937,821,2.5,1537723272,2018-09-23 17:21:12,2018,9,6
2220,46,4.0,1480940910,2016-12-05 12:28:30,2016,12,0
4892,627,3.0,1416137732,2014-11-16 11:35:32,2014,11,6
4586,852,1.5,953123001,2000-03-15 12:23:21,2000,3,2
3889,235,3.5,1296999336,2011-02-06 13:35:36,2011,2,6
1269,541,0.5,1545295930,2018-12-20 08:52:10,2018,12,3
3985,973,1.5,1362950479,2013-03-10 21:21:19,2013,3,6
3622,744,3.0,1384272757,2013-11-12 16:12:37,2013,11,1
2832,896,2.5,1158923903,2006-09-22 11:18:23,2006,9,4
4728,563,2.5,1216038134,2008-07-14 12:22:14,2008,7,0
498,631,4.0,1148903295,2006-05-29 11:48:15,2006,5,0
3097,434,3.0,1217565494,2008-08-01 04:38:14,2008,8,4
2054,589,4.0,1534686925,2018-08-19 13:55:25,2018,8,6
4173,665,4.5,1299641346,2011-03-09 03:29:06,2011,3,2
3567,110,2.5,969642057,2000-09-22 17:00:57,2000,9,4
3979,8,4.0,1531264005,2018-07-10 23:06:45,2018,7,1
501,63,3.0,1368116960,2013-05-09 16:29:20,2013,5,3
1495,760,2.5,1087971522,2004-06-23 06:18:42,2004,6,2
2765,60,3.5,1003180267,2001-10-15 21:11:07,2001,10,0
2148,592,3.5,1561118264,2019-06-21 11:57:44,2019,6,4
1630,309,3.5,1075699925,2004-02-02 05:32:05,2004,2,0
107,702,2.0,969751254,2000-09-23 23:20:54,2000,9,5
1308,699,4.0,1086670011,2004-06-08 04:46:51,2004,6,1
632,673,2.5,1537504511,2018-09-21 04:35:11,2018,9,4
2553,941,4.5,1059707919,2003-08-01 03:18:39,2003,8,4
2069,112,4.0,1128838084,2005-10-09 06:08:04,2005,10,6
2705,350,4.5,1556253379,2019-04-26 04:36:19,2019,4,4
3175,591,5.0,1108725504,2005-02-18 11:18:24,2005,2,4
3561,899,2.5,1307855318,2011-06-12 05:08:38,2011,6,6
1024,119,3.5,1279633849,2010-07-20 13:50:49,2010,7,1
2411,662,2.0,1528735726,2018-06-11 16:48:46,2018,6,0
3977,158,2.0,1116289251,2005-05-17 00:20:51,2005,5,1
4303,895,4.0,1030336666,2002-08-26 04:37:46,2002,8,0
620,626,4.0,1082502482,2004-04-20 23:08:02,2004,4,1
4336,161,2.5,1213362891,2008-06-13 13:14:51,2008,6,4
861,301,2.0,1258801211,2009-11-21 11:00:11,2009,11,5
4765,786,5.0,1043117182,2003-01-21 02:46:22,2003,1,1
1366,648,4.0,1284601364,2010-09-16 01:42:44,2010,9,3
4000,725,3.5,1363211561,2013-03-13 21:52:41,2013,3,2
175,622,4.5,1186833003,2007-08-11 11:50:03,2007,8,5
1287,636,4.5,1457396909,2016-03-08 00:28:29,2016,3,1
4797,190,4.0,1336149842,2012-05-04 16:44:02,2012,5,4
2568,385,3.5,1420385807,2015-01-04 15:36:47,2015,1,6
2963,937,4.0,1038743897,2002-12-01 11:58:17,2002,12,6
2381,58,4.0,1266195393,2010-02-15 00:56:33,2010,2,0
3418,722,4.0,1372436693,2013-06-28 16:24:53,2013,6,4
4749,793,3.0,1113241802,2005-04-11 17:50:02,2005,4,0
1543,850,4.0,1078625190,2004-03-07 02:06:30,2004,3,6
957,768,4.5,1513427029,2017-12-16 12:23:49,2017,12,5
1635,756,4.5,1151455786,2006-06-28 00:49:46,2006,6,2
973,10,4.5,1514769869,2018-01-01 01:24:29,2018,1,0
3960,992,4.0,1360500609,2013-02-10 12:50:09,2013,2,6
2626,663,3.5,1305693021,2011-05-18 04:30:21,2011,5,2
1715,331,3.5,1477932675,2016-10-31 16:51:15,2016,10,0
878,706,3.0,1224048061,2008-10-15 05:21:01,2008,10,2
648,728,2.5,1051149756,2003-04-24 02:02:36,2003,4,3
1038,319,4.0,988033047,2001-04-23 13:37:27,2001,4,0
1908,393,4.0,1365687466,2013-04-11 13:37:46,2013,4,3
3550,95,3.5,1465285000,2016-06-07 07:36:40,2016,6,1
4797,879,2.5,1464913597,2016-06-03 00:26:37,2016,6,4
2750,173,3.5,1044399024,2003-02-04 22:50:24,2003,2,1
1681,551,3.0,1037981335,2002-11-22 16:08:55,2002,11,4
3286,351,2.5,1069885749,2003-11-26 22:29:09,2003,11,2
3262,658,5.0,1131893348,2005-11-13 14:49:08,2005,11,6
1450,102,2.5,1322951191,2011-12-03 22:26:31,2011,12,5
4890,215,3.0,1128411941,2005-10-04 07:45:41,2005,10,1
1888,413,3.0,1457616282,2016-03-10 13:24:42,2016,3,3
1946,212,3.5,1457499882,2016-03-09 05:04:42,2016,3,2
4315,297,4.5,1475392475,2016-10-02 07:14:35,2016,10,6
2816,346,4.0,1558813497,2019-05-25 19:44:57,2019,5,5
3064,953,2.5,971758672,2000-10-17 04:57:52,2000,10,1
2241,825,2.5,1292403488,2010-12-15 08:58:08,2010,12,2
3224,919,4.0,1266149392,2010-02-14 12:09:52,2010,2,6
3007,142,2.0,1258554849,2009-11-18 14:34:09,2009,11,2
3811,268,3.5,1121962514,2005-07-21 16:15:14,2005,7,3
1818,960,4.0,1115605787,2005-05-09 02:29:47,2005,5,0
3710,146,4.0,1405013783,2014-07-10 17:36:23,2014,7,3
3198,209,3.0,1373155557,2013-07-07 00:05:57,2013,7,6
3902,678,2.5,1518547695,2018-02-13 18:48:15,2018,2,1
1570,811,3.5,1023266607,2002-06-05 08:43:27,2002,6,2
2661,269,3.5,1244865028,2009-06-13 03:50:28,2009,6,5
3156,819,1.5,1090331046,2004-07-20 13:44:06,2004,7,1
2979,179,3.5,1033430384,2002-09-30 23:59:44,2002,9,0
4769,185,5.0,1120095137,2005-06-30 01:32:17,2005,6,3
851,863,4.0,1478700481,2016-11-09 14:08:01,2016,11,2
4945,956,2.5,1056513253,2003-06-25 03:54:13,2003,6,2
4644,559,3.5,1456086867,2016-02-21 20:34:27,2016,2,6
3311,211,3.5,1031707583,2002-09-11 01:26:23,2002,9,2
1065,936,2.0,1553517979,2019-03-25 12:46:19,2019,3,0
655,901,4.5,1557394259,2019-05-09 09:30:59,2019,5,3
3088,215,3.5,1478346271,2016-11-05 11:44:31,2016,11,5
2454,988,3.5,1511795999,2017-11-27 15:19:59,2017,11,0
3390,937,4.0,998893489,2001-08-27 06:24:49,2001,8,0
999,599,4.0,1085837124,2004-05-29 13:25:24,2004,5,5
2667,675,4.5,1302097916,2011-04-06 13:51:56,2011,4,2
4115,904,3.0,1126699137,2005-09-14 11:58:57,2005,9,2
889,704,4.5,1449796313,2015-12-11 01:11:53,2015,12,4
2975,123,3.5,1239326581,2009-04-10 01:23:01,2009,4,4
3159,201,4.0,1410057030,2014-09-07 02:30:30,2014,9,6
2728,677,2.0,988842800,2001-05-02 22:33:20,2001,5,2
3977,448,3.5,1397452107,2014-04-14 05:08:27,2014,4,0
2148,539,3.5,1290395242,2010-11-22 03:07:22,2010,11,0
523,864,4.5,1251285332,2009-08-26 11:15:32,2009,8,2
2540,942,1.5,1232149823,2009-01-16 23:50:23,2009,1,4
472,631,2.0,949099064,2000-01-28 22:37:44,2000,1,4
4755,434,3.0,1541800844,2018-11-09 22:00:44,2018,11,4
2578,61,2.0,1522064504,2018-03-26 11:41:44,2018,3,0
1683,445,2.5,1371224846,2013-06-14 15:47:26,2013,6,4
332,867,3.5,1536643084,2018-09-11 05:18:04,2018,9,1
3817,364,2.5,1320393480,2011-11-04 07:58:00,2011,11,4
2655,4,2.5,1124429488,2005-08-19 05:31:28,2005,8,4
270,682,3.0,1240074632,2009-04-18 17:10:32,2009,4,5
389,354,4.0,1027069769,2002-07-19 09:09:29,2002,7,4
4488,850,2.0,1495596038,2017-05-24 03:20:38,2017,5,2
3161,521,4.0,1407917638,2014-08-13 08:13:58,2014,8,2
4689,295,4.0,1568772839,2019-09-18 02:13:59,2019,9,2
93,307,2.5,1192533341,2007-10-16 11:15:41,2007,10,1
4407,823,1.5,1543159537,2018-11-25 15:25:37,2018,11,6
26,303,1.0,1332023473,2012-03-17 22:31:13,2012,3,5
2634,818,4.5,1433090540,2015-05-31 16:42:20,2015,5,6
2092,804,1.5,1009775087,2001-12-31 05:04:47,2001,12,0
4954,361,2.5,1572769205,2019-11-03 08:20:05,2019,11,6
2204,149,4.0,1342183171,2012-07-13 12:39:31,2012,7,4
3390,951,3.5,1541138193,2018-11-02 05:56:33,2018,11,4
1694,629,3.5,1268962917,2010-03-19 01:41:57,2010,3,4
2570,923,4.5,1335719208,2012-04-29 17:06:48,2012,4,6
4461,260,3.5,1304367179,2011-05-02 20:12:59,2011,5,0
4675,660,2.5,1342153829,2012-07-13 04:30:29,2012,7,4
4575,213,4.5,947580644,2000-01-11 08:50:44,2000,1,1
1635,492,2.5,1187618385,2007-08-20 13:59:45,2007,8,0
2895,613,0.5,1178606015,2007-05-08 06:33:35,2007,5,1
4783,948,3.5,1097377136,2004-10-10 02:58:56,2004,10,6
3097,138,3.0,1134430754,2005-12-12 23:39:14,2005,12,0
1592,354,3.5,1004215778,2001-10-27 20:49:38,2001,10,5
584,686,4.5,1466610551,2016-06-22 15:49:11,2016,6,2
2521,436,3.5,975247974,2000-11-26 14:12:54,2000,11,6
4329,126,0.5,1138027731,2006-01-23 14:48:51,2006,1,0
1239,511,3.0,1532143410,2018-07-21 03:23:30,2018,7,5
3103,527,3.0,1002176764,2001-10-04 06:26:04,2001,10,3
2367,325,1.5,1241820383,2009-05-08 22:06:23,2009,5,4
4091,459,3.0,958180819,2000-05-13 01:20:19,2000,5,5
1181,363,4.0,1166061608,2006-12-14 02:00:08,2006,12,3
2842,929,2.5,1472399909,2016-08-28 15:58:29,2016,8,6
2804,569,1.5,987652633,2001-04-19 03:57:13,2001,4,3
205,53,2.5,1196886592,2007-12-05 20:29:52,2007,12,2
2809,338,2.0,1524772325,2018-04-26 19:52:05,2018,4,3
4451,821,3.5,1556112033,2019-04-24 13:20:33,2019,4,2
1518,479,3.5,1310397629,2011-07-11 15:20:29,2011,7,0
3389,250,2.0,1081124822,2004-04-05 00:27:02,2004,4,0
1560,302,3.5,985652912,2001-03-27 00:28:32,2001,3,1
4495,395,3.5,1172737083,2007-03-01 08:18:03,2007,3,3
4178,15,4.0,1337925578,2012-05-25 05:59:38,2012,5,4
2697,71,4.0,1447282592,2015-11-11 22:56:32,2015,11,2
4748,297,4.0,1022970003,2002-06-01 22:20:03,2002,6,5
4586,479,3.0,1373260188,2013-07-08 05:09:48,2013,7,0
4262,843,3.5,1095050864,2004-09-13 04:47:44,2004,9,0
3802,336,3.5,1515061724,2018-01-04 10:28:44,2018,1,3
917,504,2.0,1085831603,2004-05-29 11:53:23,2004,5,5
1578,369,2.0,1393148243,2014-02-23 09:37:23,2014,2,6
623,261,3.0,992445894,2001-06-13 15:24:54,2001,6,2
4684,229,4.5,1055200203,2003-06-09 23:10:03,2003,6,0
1358,467,5.0,1277407731,2010-06-24 19:28:51,2010,6,3
717,906,3.5,1467984248,2016-07-08 13:24:08,2016,7,4
1012,29,4.5,1371624713,2013-06-19 06:51:53,2013,6,2
2057,615,4.0,987928042,2001-04-22 08:27:22,2001,4,6
4445,681,2.5,1150194498,2006-06-13 10:28:18,2006,6,1
1782,577,3.5,1224169797,2008-10-16 15:09:57,2008,10,3
1398,606,3.0,1094043354,2004-09-01 12:55:54,2004,9,2
3198,602,2.5,996724009,2001-08-02 03:46:49,2001,8,3
4894,61,3.5,1054875650,2003-06-06 05:00:50,2003,6,4
4423,130,5.0,1254769544,2009-10-05 19:05:44,2009,10,0
600,279,3.0,1255736519,2009-10-16 23:41:59,2009,10,4
314,1000,1.0,1048285867,2003-03-21 22:31:07,2003,3,4
4892,506,4.0,1111937862,2005-03-27 15:37:42,2005,3,6
3460,923,3.0,1237716433,2009-03-22 10:07:13,2009,3,6
805,8,3.5,1193283825,2007-10-25 03:43:45,2007,10,3
302,146,4.5,1569367675,2019-09-24 23:27:55,2019,9,1
4835,133,2.0,1186424524,2007-08-06 18:22:04,2007,8,0
3391,525,3.0,1557734959,2019-05-13 08:09:19,2019,5,0
3680,644,3.5,1239589087,2009-04-13 02:18:07,2009,4,0
1384,935,4.5,1421245746,2015-01-14 14:29:06,2015,1,2
4914,759,3.5,1449909820,2015-12-12 08:43:40,2015,12,5
807,415,3.5,1004938673,2001-11-05 05:37:53,2001,11,0
1306,936,2.5,1051551454,2003-04-28 17:37:34,2003,4,0
1539,84,3.5,1514298470,2017-12-26 14:27:50,2017,12,1
3464,115,3.5,1575533459,2019-12-05 08:10:59,2019,12,3
271,572,4.5,1476358307,2016-10-13 11:31:47,2016,10,3
2613,11,3.0,1007335909,2001-12-02 23:31:49,2001,12,6
4932,514,3.5,1513427266,2017-12-16 12:27:46,2017,12,5
1822,433,4.0,1408589240,2014-08-21 02:47:20,2014,8,3
2825,832,2.5,1487197098,2017-02-15 22:18:18,2017,2,2
2187,929,5.0,1393785139,2014-03-02 18:32:19,2014,3,6
377,6,4.5,983716772,2001-03-04 14:39:32,2001,3,6
2750,815,3.5,1383676135,2013-11-05 18:28:55,2013,11,1
1699,566,3.5,1282205187,2010-08-19 08:06:27,2010,8,3
3589,864,2.5,1162467305,2006-11-02 11:35:05,2006,11,3
3861,382,2.0,1528400778,2018-06-07 19:46:18,2018,6,3
4734,51,4.0,1429342203,2015-04-18 07:30:03,2015,4,5
4024,615,3.5,1326887863,2012-01-18 11:57:43,2012,1,2
3830,772,4.5,1442363076,2015-09-16 00:24:36,2015,9,2
2017,827,4.0,1323350549,2011-12-08 13:22:29,2011,12,3
111,170,4.0,1299276141,2011-03-04 22:02:21,2011,3,4
4371,880,3.5,1321923786,2011-11-22 01:03:06,2011,11,1
216,170,2.0,1370659332,2013-06-08 02:42:12,2013,6,5
3359,410,3.0,1518731074,2018-02-15 21:44:34,2018,2,3
1605,465,2.5,1217442821,2008-07-30 18:33:41,2008,7,2
4765,787,3.0,1185354167,2007-07-25 09:02:47,2007,7,2
4940,753,4.0,1109515682,2005-02-27 14:48:02,2005,2,6
3668,704,2.5,1068149929,2003-11-06 20:18:49,2003,11,3
1406,392,3.5,1462650569,2016-05-07 19:49:29,2016,5,5
806,917,3.5,1071462833,2003-12-15 04:33:53,2003,12,0
4991,405,4.0,1415225323,2014-11-05 22:08:43,2014,11,2
4720,87,4.0,986376414,2001-04-04 09:26:54,2001,4,2
4918,467,4.5,1253442652,2009-09-20 10:30:52,2009,9,6
1914,458,2.0,1203582224,2008-02-21 08:23:44,2008,2,3
67,511,3.5,1386779435,2013-12-11 16:30:35,2013,12,2
1105,372,4.0,1250597653,2009-08-18 12:14:13,2009,8,1
330,270,4.0,1157358048,2006-09-04 08:20:48,2006,9,0
291,558,4.0,957526652,2000-05-05 11:37:32,2000,5,4
1635,199,4.0,1369313891,2013-05-23 12:58:11,2013,5,3
811,251,2.5,1224919569,2008-10-25 07:26:09,2008,10,5
1845,945,1.5,1418531637,2014-12-14 04:33:57,2014,12,6
4340,594,3.5,972350734,2000-10-24 01:25:34,2000,10,1
304,544,3.0,1172194036,2007-02-23 01:27:16,2007,2,4
4702,641,4.0,1509747268,2017-11-03 22:14:28,2017,11,4
642,53,3.0,1053626166,2003-05-22 17:56:06,2003,5,3
3658,13,1.0,1361573234,2013-02-22 22:47:14,2013,2,4
3392,813,4.0,1550534712,2019-02-19 00:05:12,2019,2,1
4545,357,3.5,1412433562,2014-10-04 14:39:22,2014,10,5
1716,380,4.0,1111600585,2005-03-23 17:56:25,2005,3,2
4662,40,3.5,1349702659,2012-10-08 13:24:19,2012,10,0
1818,267,3.0,1189555629,2007-09-12 00:07:09,2007,9,2
1053,514,2.5,1501567598,2017-08-01 06:06:38,2017,8,1
4735,266,3.0,1492945159,2017-04-23 10:59:19,2017,4,6
1117,975,4.5,1531574145,2018-07-14 13:15:45,2018,7,5
910,797,3.0,1362607225,2013-03-06 22:00:25,2013,3,2
4840,461,4.0,1525528767,2018-05-05 13:59:27,2018,5,5
2159,394,1.5,1001474896,2001-09-26 03:28:16,2001,9,2
1786,957,5.0,1568898543,2019-09-19 13:09:03,2019,9,3
2923,472,4.0,1300597688,2011-03-20 05:08:08,2011,3,6
2061,585,2.5,1456111762,2016-02-22 03:29:22,2016,2,0
4590,759,3.5,1271849525,2010-04-21 11:32:05,2010,4,2
898,85,2.5,1323835519,2011-12-14 04:05:19,2011,12,2
4539,478,4.0,1058309227,2003-07-15 22:47:07,2003,7,1
581,597,2.5,1195900342,2007-11-24 10:32:22,2007,11,5
572,113,3.0,1309752316,2011-07-04 04:05:16,2011,7,0
4433,311,3.5,1056562053,2003-06-25 17:27:33,2003,6,2
3647,632,3.5,1016511047,2002-03-19 04:10:47,2002,3,1
2732,811,3.0,1223138863,2008-10-04 16:47:43,2008,10,5
3013,891,4.5,1472674008,2016-08-31 20:06:48,2016,8,2
4401,440,2.0,1459921271,2016-04-06 05:41:11,2016,4,2
1674,738,4.5,1218540570,2008-08-12 11:29:30,2008,8,1
117,965,3.0,1155463201,2006-08-13 10:00:01,2006,8,6
2824,156,2.5,1456641668,2016-02-28 06:41:08,2016,2,6
1533,886,5.0,1563300114,2019-07-16 18:01:54,2019,7,1
391,704,3.0,1080431630,2004-03-27 23:53:50,2004,3,5
3111,30,3.0,1049690208,2003-04-07 04:36:48,2003,4,0
404,114,4.0,1246778837,2009-07-05 07:27:17,2009,7,6
2486,36,1.0,1396419274,2014-04-02 06:14:34,2014,4,2
360,756,4.0,1223363432,2008-10-07 07:10:32,2008,10,1
1725,288,4.0,1504130973,2017-08-30 22:09:33,2017,8,2
2512,189,3.5,1021345205,2002-05-14 03:00:05,2002,5,1
4681,233,3.5,1464313740,2016-05-27 01:49:00,2016,5,4
2227,183,3.0,1174683698,2007-03-23 21:01:38,2007,3,4
227,317,3.5,962620768,2000-07-03 10:39:28,2000,7,0
2829,445,4.0,1250640287,2009-08-19 00:04:47,2009,8,2
2857,691,4.0,1221115618,2008-09-11 06:46:58,2008,9,3
318,797,4.0,1086512399,2004-06-06 08:59:59,2004,6,6
3671,509,1.5,1543621434,2018-11-30 23:43:54,2018,11,4
110,265,3.0,992616006,2001-06-15 14:40:06,2001,6,4
3191,783,2.0,1527320489,2018-05-26 07:41:29,2018,5,5
1961,135,2.5,1282996794,2010-08-28 11:59:54,2010,8,5
2967,723,4.0,1349368181,2012-10-04 16:29:41,2012,10,3
